;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 12/6/2010 11:21:07 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0E73       [0]    EID9_B5EIDH_bit
0x0E73       [0]    EID8_B5EIDH_bit
0x0E73       [0]    EID10_B5EIDH_bit
0x0E73       [0]    EID13_B5EIDH_bit
0x0E74       [1]    B5EIDL
0x0E74       [0]    EID3_B5EIDL_bit
0x0E74       [0]    EID4_B5EIDL_bit
0x0E74       [0]    EID7_B5EIDL_bit
0x0E74       [0]    EID0_B5EIDL_bit
0x0E74       [0]    EID2_B5EIDL_bit
0x0E74       [0]    EID1_B5EIDL_bit
0x0E74       [0]    EID5_B5EIDL_bit
0x0E74       [0]    EID6_B5EIDL_bit
0x0E75       [0]    DLC2_B5DLC_bit
0x0E75       [0]    DLC3_B5DLC_bit
0x0E75       [0]    DLC1_B5DLC_bit
0x0E75       [1]    B5DLC
0x0E75       [0]    DLC0_B5DLC_bit
0x0E75       [0]    RB0_B5DLC_bit
0x0E75       [0]    RB1_B5DLC_bit
0x0E75       [0]    RXRTR_B5DLC_bit
0x0E75       [0]    RESRB0_B5DLC_bit
0x0E75       [0]    RESRB1_B5DLC_bit
0x0E76       [0]    B5D07_bit
0x0E76       [0]    B5D01_bit
0x0E76       [0]    B5D02_bit
0x0E76       [1]    B5D0
0x0E76       [0]    B5D00_bit
0x0E76       [0]    B5D03_bit
0x0E76       [0]    B5D06_bit
0x0E76       [0]    B57D07_bit
0x0E76       [0]    B5D04_bit
0x0E76       [0]    B5D05_bit
0x0E77       [0]    B5D14_bit
0x0E77       [0]    B5D13_bit
0x0E77       [0]    B5D15_bit
0x0E77       [0]    B5D17_bit
0x0E77       [0]    B5D16_bit
0x0E77       [0]    B5D10_bit
0x0E77       [1]    B5D1
0x0E77       [0]    B5D12_bit
0x0E77       [0]    B5D11_bit
0x0E78       [0]    B5D25_bit
0x0E78       [0]    B5D24_bit
0x0E78       [0]    B5D26_bit
0x0E78       [0]    B5D23_bit
0x0E78       [0]    B5D27_bit
0x0E78       [0]    B5D20_bit
0x0E78       [1]    B5D2
0x0E78       [0]    B5D21_bit
0x0E78       [0]    B57D23_bit
0x0E78       [0]    B5D22_bit
0x0E79       [0]    B5D31_bit
0x0E79       [0]    B5D30_bit
0x0E79       [0]    B5D37_bit
0x0E79       [0]    B5D33_bit
0x0E79       [0]    B5D34_bit
0x0E79       [0]    B5D35_bit
0x0E79       [0]    B5D36_bit
0x0E79       [0]    B5D32_bit
0x0E79       [1]    B5D3
0x0E7A       [1]    B5D4
0x0E7A       [0]    B5D43_bit
0x0E7A       [0]    B5D44_bit
0x0E7A       [0]    B5D46_bit
0x0E7A       [0]    B5D41_bit
0x0E7A       [0]    B5D40_bit
0x0E7A       [0]    B5D45_bit
0x0E7A       [0]    B5D42_bit
0x0E7A       [0]    B5D47_bit
0x0E7B       [0]    B5D50_bit
0x0E7B       [0]    B5D56_bit
0x0E7B       [0]    B5D54_bit
0x0E7B       [1]    B5D5
0x0E7B       [0]    B5D55_bit
0x0E7B       [0]    B5D57_bit
0x0E7B       [0]    B5D52_bit
0x0E7B       [0]    B5D53_bit
0x0E7B       [0]    B5D51_bit
0x0E7C       [0]    B5D67_bit
0x0E7C       [0]    B5D66_bit
0x0E7C       [0]    B5D61_bit
0x0E7C       [0]    B5D60_bit
0x0E7C       [1]    B5D6
0x0E7C       [0]    B5D62_bit
0x0E7C       [0]    B5D64_bit
0x0E7C       [0]    B5D65_bit
0x0E7C       [0]    B5D63_bit
0x0E7D       [0]    B5D71_bit
0x0E7D       [0]    B5D70_bit
0x0E7D       [0]    B5D72_bit
0x0E7D       [0]    B5D76_bit
0x0E7D       [0]    B5D77_bit
0x0E7D       [1]    B5D7
0x0E7D       [0]    B5D73_bit
0x0E7D       [0]    B5D74_bit
0x0E7D       [0]    B5D75_bit
0x0E7E       [0]    REQOP1_CANSTAT_RO4_bit
0x0E7E       [0]    OPMODE_CANSTAT_RO4_bit
0x0E7E       [1]    CANSTAT_RO4
0x0E7E       [0]    REQOP2_CANSTAT_RO4_bit
0x0E7E       [0]    ICODE0_CANSTAT_RO4_bit
0x0E7E       [0]    ICODE1_CANSTAT_RO4_bit
0x0E7E       [0]    ICODE2_CANSTAT_RO4_bit
0x0E7E       [0]    ICODE4_CANSTAT_RO4_bit
0x0E7E       [0]    ICODE3_CANSTAT_RO4_bit
0x0E7F       [0]    REQOP1_CANCON_RO4_bit
0x0E7F       [0]    REQOP2_CANCON_RO4_bit
0x0E7F       [1]    CANCON_RO4
0x0E7F       [0]    WIN1_CANCON_RO4_bit
0x0E7F       [0]    WIN0_CANCON_RO4_bit
0x0E7F       [0]    WIN2_CANCON_RO4_bit
0x0E7F       [0]    REQOP0_CANCON_RO4_bit
0x0E7F       [0]    ABAT_CANCON_RO4_bit
0x0F00       [0]    SID9_RXF0SIDH_bit
0x0F00       [0]    SID10_RXF0SIDH_bit
0x0F00       [1]    RXF0SIDH
0x0F00       [0]    SID8_RXF0SIDH_bit
0x0F00       [0]    SID6_RXF0SIDH_bit
0x0F00       [0]    SID5_RXF0SIDH_bit
0x0F00       [0]    SID4_RXF0SIDH_bit
0x0F00       [0]    SID7_RXF0SIDH_bit
0x0F00       [0]    SID3_RXF0SIDH_bit
0x0F01       [0]    SID1_RXF0SIDL_bit
0x0F01       [0]    EXIDEN_RXF0SIDL_bit
0x0F01       [0]    SID2_RXF0SIDL_bit
0x0F01       [1]    RXF0SIDL
0x0F01       [0]    EXIDE_RXF0SIDL_bit
0x0F01       [0]    EID17_RXF0SIDL_bit
0x0F01       [0]    EID16_RXF0SIDL_bit
0x0F01       [0]    SID0_RXF0SIDL_bit
0x0F02       [0]    EID12_RXF0EIDH_bit
0x0F02       [0]    EID11_RXF0EIDH_bit
0x0F02       [0]    EID15_RXF0EIDH_bit
0x0F02       [0]    EID14_RXF0EIDH_bit
0x0F02       [0]    EID13_RXF0EIDH_bit
0x0F02       [0]    EID8_RXF0EIDH_bit
0x0F02       [1]    RXF0EIDH
0x0F02       [0]    EID10_RXF0EIDH_bit
0x0F02       [0]    EID9_RXF0EIDH_bit
0x0F03       [0]    EID0_RXF0EIDL_bit
0x0F03       [1]    RXF0EIDL
0x0F03       [0]    EID1_RXF0EIDL_bit
0x0F03       [0]    EID5_RXF0EIDL_bit
0x0F03       [0]    EID6_RXF0EIDL_bit
0x0F03       [0]    EID7_RXF0EIDL_bit
0x0F03       [0]    EID2_RXF0EIDL_bit
0x0F03       [0]    EID3_RXF0EIDL_bit
0x0F03       [0]    EID4_RXF0EIDL_bit
0x0F04       [0]    SID9_RXF1SIDH_bit
0x0F04       [0]    SID8_RXF1SIDH_bit
0x0F04       [1]    RXF1SIDH
0x0F04       [0]    SID10_RXF1SIDH_bit
0x0F04       [0]    SID7_RXF1SIDH_bit
0x0F04       [0]    SID4_RXF1SIDH_bit
0x0F04       [0]    SID3_RXF1SIDH_bit
0x0F04       [0]    SID6_RXF1SIDH_bit
0x0F04       [0]    SID5_RXF1SIDH_bit
0x0F05       [0]    SID0_RXF1SIDL_bit
0x0F05       [0]    SID1_RXF1SIDL_bit
0x0F05       [0]    EXIDEN_RXF1SIDL_bit
0x0F05       [0]    SID2_RXF1SIDL_bit
0x0F05       [0]    EID17_RXF1SIDL_bit
0x0F05       [0]    EID16_RXF1SIDL_bit
0x0F05       [0]    EXIDE_RXF1SIDL_bit
0x0F05       [1]    RXF1SIDL
0x0F06       [0]    EID13_RXF1EIDH_bit
0x0F06       [0]    EID12_RXF1EIDH_bit
0x0F06       [0]    EID15_RXF1EIDH_bit
0x0F06       [0]    EID14_RXF1EIDH_bit
0x0F06       [0]    EID11_RXF1EIDH_bit
0x0F06       [0]    EID8_RXF1EIDH_bit
0x0F06       [1]    RXF1EIDH
0x0F06       [0]    EID10_RXF1EIDH_bit
0x0F06       [0]    EID9_RXF1EIDH_bit
0x0F07       [0]    EID6_RXF1EIDL_bit
0x0F07       [0]    EID5_RXF1EIDL_bit
0x0F07       [1]    RXF1EIDL
0x0F07       [0]    EID7_RXF1EIDL_bit
0x0F07       [0]    EID4_RXF1EIDL_bit
0x0F07       [0]    EID1_RXF1EIDL_bit
0x0F07       [0]    EID0_RXF1EIDL_bit
0x0F07       [0]    EID3_RXF1EIDL_bit
0x0F07       [0]    EID2_RXF1EIDL_bit
0x0F08       [1]    RXF2SIDH
0x0F08       [0]    SID6_RXF2SIDH_bit
0x0F08       [0]    SID3_RXF2SIDH_bit
0x0F08       [0]    SID4_RXF2SIDH_bit
0x0F08       [0]    SID5_RXF2SIDH_bit
0x0F08       [0]    SID7_RXF2SIDH_bit
0x0F08       [0]    SID9_RXF2SIDH_bit
0x0F08       [0]    SID10_RXF2SIDH_bit
0x0F08       [0]    SID8_RXF2SIDH_bit
0x0F09       [0]    SID1_RXF2SIDL_bit
0x0F09       [0]    SID0_RXF2SIDL_bit
0x0F09       [0]    EXIDEN_RXF2SIDL_bit
0x0F09       [0]    SID2_RXF2SIDL_bit
0x0F09       [0]    EXIDE_RXF2SIDL_bit
0x0F09       [1]    RXF2SIDL
0x0F09       [0]    EID16_RXF2SIDL_bit
0x0F09       [0]    EID17_RXF2SIDL_bit
0x0F0A       [0]    EID13_RXF2EIDH_bit
0x0F0A       [0]    EID12_RXF2EIDH_bit
0x0F0A       [0]    EID15_RXF2EIDH_bit
0x0F0A       [0]    EID14_RXF2EIDH_bit
0x0F0A       [0]    EID11_RXF2EIDH_bit
0x0F0A       [0]    EID9_RXF2EIDH_bit
0x0F0A       [0]    EID10_RXF2EIDH_bit
0x0F0A       [1]    RXF2EIDH
0x0F0A       [0]    EID8_RXF2EIDH_bit
0x0F0B       [0]    EID0_RXF2EIDL_bit
0x0F0B       [0]    EID1_RXF2EIDL_bit
0x0F0B       [0]    EID7_RXF2EIDL_bit
0x0F0B       [0]    EID6_RXF2EIDL_bit
0x0F0B       [0]    EID4_RXF2EIDL_bit
0x0F0B       [0]    EID3_RXF2EIDL_bit
0x0F0B       [0]    EID5_RXF2EIDL_bit
0x0F0B       [0]    EID2_RXF2EIDL_bit
0x0F0B       [1]    RXF2EIDL
0x0F0C       [0]    SID5_RXF3SIDH_bit
0x0F0C       [0]    SID6_RXF3SIDH_bit
0x0F0C       [0]    SID3_RXF3SIDH_bit
0x0F0C       [0]    SID4_RXF3SIDH_bit
0x0F0C       [0]    SID10_RXF3SIDH_bit
0x0F0C       [0]    SID8_RXF3SIDH_bit
0x0F0C       [1]    RXF3SIDH
0x0F0C       [0]    SID7_RXF3SIDH_bit
0x0F0C       [0]    SID9_RXF3SIDH_bit
0x0F0D       [0]    SID0_RXF3SIDL_bit
0x0F0D       [0]    SID1_RXF3SIDL_bit
0x0F0D       [1]    RXF3SIDL
0x0F0D       [0]    EID16_RXF3SIDL_bit
0x0F0D       [0]    EID17_RXF3SIDL_bit
0x0F0D       [0]    EXIDE_RXF3SIDL_bit
0x0F0D       [0]    SID2_RXF3SIDL_bit
0x0F0D       [0]    EXIDEN_RXF3SIDL_bit
0x0F0E       [0]    EID8_RXF3EIDH_bit
0x0F0E       [0]    EID11_RXF3EIDH_bit
0x0F0E       [0]    EID15_RXF3EIDH_bit
0x0F0E       [0]    EID9_RXF3EIDH_bit
0x0F0E       [1]    RXF3EIDH
0x0F0E       [0]    EID10_RXF3EIDH_bit
0x0F0E       [0]    EID13_RXF3EIDH_bit
0x0F0E       [0]    EID14_RXF3EIDH_bit
0x0F0E       [0]    EID12_RXF3EIDH_bit
0x0F0F       [0]    EID1_RXF3EIDL_bit
0x0F0F       [0]    EID5_RXF3EIDL_bit
0x0F0F       [0]    EID0_RXF3EIDL_bit
0x0F0F       [1]    RXF3EIDL
0x0F0F       [0]    EID7_RXF3EIDL_bit
0x0F0F       [0]    EID6_RXF3EIDL_bit
0x0F0F       [0]    EID2_RXF3EIDL_bit
0x0F0F       [0]    EID3_RXF3EIDL_bit
0x0F0F       [0]    EID4_RXF3EIDL_bit
0x0F10       [0]    SID7_RXF4SIDH_bit
0x0F10       [0]    SID8_RXF4SIDH_bit
0x0F10       [0]    SID9_RXF4SIDH_bit
0x0F10       [1]    RXF4SIDH
0x0F10       [0]    SID6_RXF4SIDH_bit
0x0F10       [0]    SID5_RXF4SIDH_bit
0x0F10       [0]    SID4_RXF4SIDH_bit
0x0F10       [0]    SID3_RXF4SIDH_bit
0x0F10       [0]    SID10_RXF4SIDH_bit
0x0F11       [0]    SID2_RXF4SIDL_bit
0x0F11       [0]    SID1_RXF4SIDL_bit
0x0F11       [1]    RXF4SIDL
0x0F11       [0]    EXIDEN_RXF4SIDL_bit
0x0F11       [0]    EID17_RXF4SIDL_bit
0x0F11       [0]    EID16_RXF4SIDL_bit
0x0F11       [0]    SID0_RXF4SIDL_bit
0x0F11       [0]    EXIDE_RXF4SIDL_bit
0x0F12       [0]    EID15_RXF4EIDH_bit
0x0F12       [0]    EID10_RXF4EIDH_bit
0x0F12       [0]    EID11_RXF4EIDH_bit
0x0F12       [0]    EID14_RXF4EIDH_bit
0x0F12       [0]    EID12_RXF4EIDH_bit
0x0F12       [0]    EID8_RXF4EIDH_bit
0x0F12       [1]    RXF4EIDH
0x0F12       [0]    EID9_RXF4EIDH_bit
0x0F12       [0]    EID13_RXF4EIDH_bit
0x0F13       [0]    EID0_RXF4EIDL_bit
0x0F13       [1]    RXF4EIDL
0x0F13       [0]    EID2_RXF4EIDL_bit
0x0F13       [0]    EID1_RXF4EIDL_bit
0x0F13       [0]    EID7_RXF4EIDL_bit
0x0F13       [0]    EID4_RXF4EIDL_bit
0x0F13       [0]    EID3_RXF4EIDL_bit
0x0F13       [0]    EID5_RXF4EIDL_bit
0x0F13       [0]    EID6_RXF4EIDL_bit
0x0F14       [0]    SID9_RXF5SIDH_bit
0x0F14       [0]    SID10_RXF5SIDH_bit
0x0F14       [1]    RXF5SIDH
0x0F14       [0]    SID4_RXF5SIDH_bit
0x0F14       [0]    SID5_RXF5SIDH_bit
0x0F14       [0]    SID6_RXF5SIDH_bit
0x0F14       [0]    SID3_RXF5SIDH_bit
0x0F14       [0]    SID8_RXF5SIDH_bit
0x0F14       [0]    SID7_RXF5SIDH_bit
0x0F15       [0]    EXIDEN_RXF5SIDL_bit
0x0F15       [1]    RXF5SIDL
0x0F15       [0]    EXIDE_RXF5SIDL_bit
0x0F15       [0]    EID17_RXF5SIDL_bit
0x0F15       [0]    EID16_RXF5SIDL_bit
0x0F15       [0]    SID2_RXF5SIDL_bit
0x0F15       [0]    SID1_RXF5SIDL_bit
0x0F15       [0]    SID0_RXF5SIDL_bit
0x0F16       [0]    EID15_RXF5EIDH_bit
0x0F16       [1]    RXF5EIDH
0x0F16       [0]    EID11_RXF5EIDH_bit
0x0F16       [0]    EID12_RXF5EIDH_bit
0x0F16       [0]    EID13_RXF5EIDH_bit
0x0F16       [0]    EID10_RXF5EIDH_bit
0x0F16       [0]    EID14_RXF5EIDH_bit
0x0F16       [0]    EID8_RXF5EIDH_bit
0x0F16       [0]    EID9_RXF5EIDH_bit
0x0F17       [1]    RXF5EIDL
0x0F17       [0]    EID7_RXF5EIDL_bit
0x0F17       [0]    EID2_RXF5EIDL_bit
0x0F17       [0]    EID3_RXF5EIDL_bit
0x0F17       [0]    EID0_RXF5EIDL_bit
0x0F17       [0]    EID1_RXF5EIDL_bit
0x0F17       [0]    EID6_RXF5EIDL_bit
0x0F17       [0]    EID5_RXF5EIDL_bit
0x0F17       [0]    EID4_RXF5EIDL_bit
0x0F18       [1]    RXM0SIDH
0x0F18       [0]    SID7_RXM0SIDH_bit
0x0F18       [0]    SID8_RXM0SIDH_bit
0x0F18       [0]    SID9_RXM0SIDH_bit
0x0F18       [0]    SID6_RXM0SIDH_bit
0x0F18       [0]    SID3_RXM0SIDH_bit
0x0F18       [0]    SID4_RXM0SIDH_bit
0x0F18       [0]    SID5_RXM0SIDH_bit
0x0F18       [0]    SID10_RXM0SIDH_bit
0x0F19       [0]    EID17_RXM0SIDL_bit
0x0F19       [0]    EID16_RXM0SIDL_bit
0x0F19       [1]    RXM0SIDL
0x0F19       [0]    EXIDEN_RXM0SIDL_bit
0x0F19       [0]    SID2_RXM0SIDL_bit
0x0F19       [0]    SID1_RXM0SIDL_bit
0x0F19       [0]    SID0_RXM0SIDL_bit
0x0F1A       [1]    RXM0EIDH
0x0F1A       [0]    EID10_RXM0EIDH_bit
0x0F1A       [0]    EID11_RXM0EIDH_bit
0x0F1A       [0]    EID8_RXM0EIDH_bit
0x0F1A       [0]    EID9_RXM0EIDH_bit
0x0F1A       [0]    EID12_RXM0EIDH_bit
0x0F1A       [0]    EID15_RXM0EIDH_bit
0x0F1A       [0]    EID14_RXM0EIDH_bit
0x0F1A       [0]    EID13_RXM0EIDH_bit
0x0F1B       [1]    RXM0EIDL
0x0F1B       [0]    EID6_RXM0EIDL_bit
0x0F1B       [0]    EID7_RXM0EIDL_bit
0x0F1B       [0]    EID3_RXM0EIDL_bit
0x0F1B       [0]    EID4_RXM0EIDL_bit
0x0F1B       [0]    EID5_RXM0EIDL_bit
0x0F1B       [0]    EID0_RXM0EIDL_bit
0x0F1B       [0]    EID1_RXM0EIDL_bit
0x0F1B       [0]    EID2_RXM0EIDL_bit
0x0F1C       [0]    SID4_RXM1SIDH_bit
0x0F1C       [1]    RXM1SIDH
0x0F1C       [0]    SID8_RXM1SIDH_bit
0x0F1C       [0]    SID7_RXM1SIDH_bit
0x0F1C       [0]    SID6_RXM1SIDH_bit
0x0F1C       [0]    SID10_RXM1SIDH_bit
0x0F1C       [0]    SID5_RXM1SIDH_bit
0x0F1C       [0]    SID9_RXM1SIDH_bit
0x0F1C       [0]    SID3_RXM1SIDH_bit
0x0F1D       [0]    SID0_RXM1SIDL_bit
0x0F1D       [0]    EXIDEN_RXM1SIDL_bit
0x0F1D       [0]    SID1_RXM1SIDL_bit
0x0F1D       [0]    SID2_RXM1SIDL_bit
0x0F1D       [1]    RXM1SIDL
0x0F1D       [0]    EID16_RXM1SIDL_bit
0x0F1D       [0]    EID17_RXM1SIDL_bit
0x0F1E       [0]    EID11_RXM1EIDH_bit
0x0F1E       [0]    EID10_RXM1EIDH_bit
0x0F1E       [0]    EID13_RXM1EIDH_bit
0x0F1E       [0]    EID12_RXM1EIDH_bit
0x0F1E       [1]    RXM1EIDH
0x0F1E       [0]    EID15_RXM1EIDH_bit
0x0F1E       [0]    EID9_RXM1EIDH_bit
0x0F1E       [0]    EID8_RXM1EIDH_bit
0x0F1E       [0]    EID14_RXM1EIDH_bit
0x0F1F       [0]    EID0_RXM1EIDL_bit
0x0F1F       [0]    EID1_RXM1EIDL_bit
0x0F1F       [0]    EID4_RXM1EIDL_bit
0x0F1F       [1]    RXM1EIDL
0x0F1F       [0]    EID7_RXM1EIDL_bit
0x0F1F       [0]    EID5_RXM1EIDL_bit
0x0F1F       [0]    EID6_RXM1EIDL_bit
0x0F1F       [0]    EID3_RXM1EIDL_bit
0x0F1F       [0]    EID2_RXM1EIDL_bit
0x0F20       [0]    TXERR_TXB2CON_bit
0x0F20       [0]    TXBIFBXB2CON_bit
0x0F20       [0]    TXREQ_TXB2CON_bit
0x0F20       [0]    TXPRI0_TXB2CON_bit
0x0F20       [0]    TXPRI1_TXB2CON_bit
0x0F20       [1]    TXB2CON
0x0F20       [0]    TXBIF_TXB2CON_bit
0x0F20       [0]    TXLARB_TXB2CON_bit
0x0F20       [0]    TXABT_TXB2CON_bit
0x0F21       [1]    TXB2SIDH
0x0F21       [0]    SID9_TXB2SIDH_bit
0x0F21       [0]    SID5_TXB2SIDH_bit
0x0F21       [0]    SID10_TXB2SIDH_bit
0x0F21       [0]    SID7_TXB2SIDH_bit
0x0F21       [0]    SID4_TXB2SIDH_bit
0x0F21       [0]    SID8_TXB2SIDH_bit
0x0F21       [0]    SID3_TXB2SIDH_bit
0x0F21       [0]    SID6_TXB2SIDH_bit
0x0F22       [0]    SID0_TXB2SIDL_bit
0x0F22       [0]    SID1_TXB2SIDL_bit
0x0F22       [0]    SID2_TXB2SIDL_bit
0x0F22       [0]    EID16_TXB2SIDL_bit
0x0F22       [0]    EID17_TXB2SIDL_bit
0x0F22       [1]    TXB2SIDL
0x0F22       [0]    EXIDE_TXB2SIDL_bit
0x0F23       [0]    EID13_TXB2EIDH_bit
0x0F23       [1]    TXB2EIDH
0x0F23       [0]    EID14_TXB2EIDH_bit
0x0F23       [0]    EID12_TXB2EIDH_bit
0x0F23       [0]    EID15_TXB2EIDH_bit
0x0F23       [0]    EID9_TXB2EIDH_bit
0x0F23       [0]    EID8_TXB2EIDH_bit
0x0F23       [0]    EID11_TXB2EIDH_bit
0x0F23       [0]    EID10_TXB2EIDH_bit
0x0F24       [0]    EID3_TXB2EIDL_bit
0x0F24       [0]    EID2_TXB2EIDL_bit
0x0F24       [0]    EID4_TXB2EIDL_bit
0x0F24       [0]    EID6_TXB2EIDL_bit
0x0F24       [0]    EID5_TXB2EIDL_bit
0x0F24       [0]    EID7_TXB2EIDL_bit
0x0F24       [1]    TXB2EIDL
0x0F24       [0]    EID0_TXB2EIDL_bit
0x0F24       [0]    EID1_TXB2EIDL_bit
0x0F25       [0]    TXRTR_TXB2DLC_bit
0x0F25       [0]    DLC2_TXB2DLC_bit
0x0F25       [0]    DLC3_TXB2DLC_bit
0x0F25       [0]    DLC1_TXB2DLC_bit
0x0F25       [1]    TXB2DLC
0x0F25       [0]    DLC0_TXB2DLC_bit
0x0F26       [0]    TXB2D01_bit
0x0F26       [0]    TXB2D06_bit
0x0F26       [1]    TXB2D0
0x0F26       [0]    TXB2D05_bit
0x0F26       [0]    TXB2D04_bit
0x0F26       [0]    TXB2D03_bit
0x0F26       [0]    TXB2D00_bit
0x0F26       [0]    TXB2D07_bit
0x0F26       [0]    TXB2D02_bit
0x0F27       [0]    TXB2D15_bit
0x0F27       [0]    TXB2D16_bit
0x0F27       [0]    TXB2D11_bit
0x0F27       [0]    TXB2D17_bit
0x0F27       [0]    TXB2D14_bit
0x0F27       [0]    TXB2D10_bit
0x0F27       [1]    TXB2D1
0x0F27       [0]    TXB2D12_bit
0x0F27       [0]    TXB2D13_bit
0x0F28       [0]    TXB2D27_bit
0x0F28       [0]    TXB2D22_bit
0x0F28       [0]    TXB2D20_bit
0x0F28       [0]    TXB2D21_bit
0x0F28       [0]    TXB2D26_bit
0x0F28       [0]    TXB2D24_bit
0x0F28       [0]    TXB2D23_bit
0x0F28       [0]    TXB2D25_bit
0x0F28       [1]    TXB2D2
0x0F29       [0]    TXB2D37_bit
0x0F29       [0]    TXB2D36_bit
0x0F29       [0]    TXB2D33_bit
0x0F29       [1]    TXB2D3
0x0F29       [0]    TXB2D30_bit
0x0F29       [0]    TXB2D32_bit
0x0F29       [0]    TXB2D34_bit
0x0F29       [0]    TXB2D35_bit
0x0F29       [0]    TXB2D31_bit
0x0F2A       [0]    TXB2D44_bit
0x0F2A       [0]    TXB2D46_bit
0x0F2A       [0]    TXB2D43_bit
0x0F2A       [0]    TXB2D42_bit
0x0F2A       [0]    TXB2D45_bit
0x0F2A       [0]    TXB2D41_bit
0x0F2A       [0]    TXB2D40_bit
0x0F2A       [1]    TXB2D4
0x0F2A       [0]    TXB2D47_bit
0x0F2B       [0]    TXB2D54_bit
0x0F2B       [1]    TXB2D5
0x0F2B       [0]    TXB2D55_bit
0x0F2B       [0]    TXB2D56_bit
0x0F2B       [0]    TXB2D52_bit
0x0F2B       [0]    TXB2D57_bit
0x0F2B       [0]    TXB2D50_bit
0x0F2B       [0]    TXB2D51_bit
0x0F2B       [0]    TXB2D53_bit
0x0F2C       [0]    TXB2D63_bit
0x0F2C       [0]    TXB2D66_bit
0x0F2C       [0]    TXB2D62_bit
0x0F2C       [0]    TXB2D61_bit
0x0F2C       [0]    TXB2D60_bit
0x0F2C       [0]    TXB2D65_bit
0x0F2C       [0]    TXB2D67_bit
0x0F2C       [0]    TXB2D64_bit
0x0F2C       [1]    TXB2D6
0x0F2D       [0]    TXB2D75_bit
0x0F2D       [0]    TXB2D76_bit
0x0F2D       [0]    TXB2D77_bit
0x0F2D       [0]    TXB2D74_bit
0x0F2D       [0]    TXB2D70_bit
0x0F2D       [1]    TXB2D7
0x0F2D       [0]    TXB2D71_bit
0x0F2D       [0]    TXB2D73_bit
0x0F2D       [0]    TXB2D72_bit
0x0F2E       [0]    OPMODE_CANSTAT_RO3_bit
0x0F2E       [0]    ICODE4_CANSTAT_RO3_bit
0x0F2E       [0]    ICODE3_CANSTAT_RO3_bit
0x0F2E       [1]    CANSTAT_RO3
0x0F2E       [0]    REQOP2_CANSTAT_RO3_bit
0x0F2E       [0]    REQOP1_CANSTAT_RO3_bit
0x0F2E       [0]    ICODE2_CANSTAT_RO3_bit
0x0F2E       [0]    ICODE0_CANSTAT_RO3_bit
0x0F2E       [0]    ICODE1_CANSTAT_RO3_bit
0x0F2F       [0]    REQOP2_CANCON_RO3_bit
0x0F2F       [1]    CANCON_RO3
0x0F2F       [0]    WIN1_CANCON_RO3_bit
0x0F2F       [0]    WIN2_CANCON_RO3_bit
0x0F2F       [0]    ABAT_CANCON_RO3_bit
0x0F2F       [0]    REQOP0_CANCON_RO3_bit
0x0F2F       [0]    WIN0_CANCON_RO3_bit
0x0F2F       [0]    REQOP1_CANCON_RO3_bit
0x0F30       [1]    TXB1CON
0x0F30       [0]    TXREQ_TXB1CON_bit
0x0F30       [0]    TXERR_TXB1CON_bit
0x0F30       [0]    TXPRI1_TXB1CON_bit
0x0F30       [0]    TXPRI0_TXB1CON_bit
0x0F30       [0]    TXABT_TXB1CON_bit
0x0F30       [0]    TXBIF_TXB1CON_bit
0x0F30       [0]    TXLARB_TXB1CON_bit
0x0F30       [0]    TXBIFTXB1CON_bit
0x0F31       [0]    SID3_TXB1SIDH_bit
0x0F31       [0]    SID6_TXB1SIDH_bit
0x0F31       [0]    SID5_TXB1SIDH_bit
0x0F31       [0]    SID10_TXB1SIDH_bit
0x0F31       [0]    SID4_TXB1SIDH_bit
0x0F31       [0]    SID9_TXB1SIDH_bit
0x0F31       [0]    SID7_TXB1SIDH_bit
0x0F31       [0]    SID8_TXB1SIDH_bit
0x0F31       [1]    TXB1SIDH
0x0F32       [0]    SID2_TXB1SIDL_bit
0x0F32       [0]    EXIDE_TXB1SIDL_bit
0x0F32       [0]    EID16_TXB1SIDL_bit
0x0F32       [0]    EID17_TXB1SIDL_bit
0x0F32       [0]    SID1_TXB1SIDL_bit
0x0F32       [1]    TXB1SIDL
0x0F32       [0]    SID0_TXB1SIDL_bit
0x0F33       [0]    EID15_TXB1EIDH_bit
0x0F33       [0]    EID14_TXB1EIDH_bit
0x0F33       [1]    TXB1EIDH
0x0F33       [0]    EID10_TXB1EIDH_bit
0x0F33       [0]    EID11_TXB1EIDH_bit
0x0F33       [0]    EID8_TXB1EIDH_bit
0x0F33       [0]    EID9_TXB1EIDH_bit
0x0F33       [0]    EID12_TXB1EIDH_bit
0x0F33       [0]    EID13_TXB1EIDH_bit
0x0F34       [0]    EID1_TXB1EIDL_bit
0x0F34       [1]    TXB1EIDL
0x0F34       [0]    EID2_TXB1EIDL_bit
0x0F34       [0]    EID7_TXB1EIDL_bit
0x0F34       [0]    EID0_TXB1EIDL_bit
0x0F34       [0]    EID3_TXB1EIDL_bit
0x0F34       [0]    EID4_TXB1EIDL_bit
0x0F34       [0]    EID5_TXB1EIDL_bit
0x0F34       [0]    EID6_TXB1EIDL_bit
0x0F35       [1]    TXB1DLC
0x0F35       [0]    DLC0_TXB1DLC_bit
0x0F35       [0]    TXRTR_TXB1DLC_bit
0x0F35       [0]    DLC2_TXB1DLC_bit
0x0F35       [0]    DLC3_TXB1DLC_bit
0x0F35       [0]    DLC1_TXB1DLC_bit
